Código	Descrição	Unidade	Preço
7613	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 1000 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	62349,47
7619	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 112,5 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	9637,89
12076	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 15 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	4421,05
7614	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 150 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	12155,68
7618	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 1500 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	78838,73
7620	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 225 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	17052,63
7610	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 30 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	5399,99
7615	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 300 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	19894,73
7617	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 45 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	6031,57
7616	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 500 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	32465,05
7611	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 75 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	7800,00
7612	TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 750 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL	UN	44531,36
37371	TRANSPORTE (ENCARGOS COMPLEMENTARES) *COLETADO CAIXA*	H	0,68
7626	TRATOR DE ESTEIRAS COM LAMINA, POTENCIA DE *90* HP, PESO OPERACIONAL DE *9* T (LOCACAO COM OPERADOR, COMBUSTIVEL E MANUTENCAO)	H	148,74
7628	TRATOR DE ESTEIRAS 110 A 160HP C/ LAMINA PESO OPERACIONAL * 13T * (INCL MANUT/OPERACAO)	H	177,30
7629	TRATOR DE ESTEIRAS 160 A 300HP C/ LAMINA PESO OPERACIONAL * 16T * (INCL MANUT/OPERACAO)	H	224,58
36510	TRATOR DE ESTEIRAS, POTENCIA BRUTA DE 133 HP, PESO OPERACIONAL DE 14 T, COM LAMINA COM CAPACIDADE DE 3,00 M3	UN	473883,77
25020	TRATOR DE ESTEIRAS, POTENCIA BRUTA DE 347 HP, PESO OPERACIONAL DE 38,5 T, COM ESCARIFICADOR E LAMINA COM CAPACIDADE DE 4,70M3	UN	1952234,41
7622	TRATOR DE ESTEIRAS, POTENCIA DE 100 HP, PESO OPERACIONAL DE 9,4 T, COM LAMINA COM CAPACIDADE DE 2,19 M3	UN	459736,52
7624	TRATOR DE ESTEIRAS, POTENCIA DE 150 HP, PESO OPERACIONAL DE 16,7 T, COM RODA MOTRIZ ELEVADA E LAMINA COM CONTATO DE 3,18M3	UN	596000,00
7625	TRATOR DE ESTEIRAS, POTENCIA DE 170 HP, PESO OPERACIONAL DE 19 T, COM LÂMINA COM CAPACIDADE DE 5,2 M3	UN	592354,68
7623	TRATOR DE ESTEIRAS, POTENCIA DE 347 HP, PESO OPERACIONAL DE 38,5 T, COM LAMINA COM CAPACIDADE DE 8,70M3	UN	1952234,41
36508	TRATOR DE ESTEIRAS, POTENCIA NO VOLANTE DE 200 HP, PESO OPERACIONAL DE 20,1 T, COM RODA MOTRIZ ELEVADA E LAMINA COM CAPACIDADE DE 3,89 M3	UN	877997,28
36509	TRATOR DE ESTEIRAS, POTENCIA 125 HP, PESO OPERACIONAL DE 12,9 T, COM LAMINA COM CAPACIDADE DE 2,7 M3	UN	481174,28
7642	TRATOR DE PNEUS ATE 75HP (INCL MANUT/OPERACAO)	H	49,14
7641	TRATOR DE PNEUS COM MOTOR *75* HP (LOCACAO COM OPERADOR, COMBUSTIVEL E MANUTENCAO)	H	81,90
13238	TRATOR DE PNEUS COM POTENCIA DE 105 CV, TRACAO 4 X 4, PESO COM LASTRO DE 5775 KG	UN	126588,77
36511	TRATOR DE PNEUS COM POTENCIA DE 122 CV, TRACAO 4 X 4, PESO COM LASTRO DE 4510 KG	UN	146682,23
36515	TRATOR DE PNEUS COM POTENCIA DE 15 CV, PESO COM LASTRO DE 1160 KG	UN	43200,92
10598	TRATOR DE PNEUS COM POTENCIA DE 50 CV, TRACAO 4 X 2, PESO COM LASTRO DE 2714 KG	UN	70056,83
7640	TRATOR DE PNEUS COM POTENCIA DE 85 CV, TRACAO 4 X 4, PESO COM LASTRO DE 4675 KG	UN	107500,00
36513	TRATOR DE PNEUS COM POTENCIA DE 85 CV, TURBO,  PESO COM LASTRO DE 4900 KG	UN	103556,65
36514	TRATOR DE PNEUS COM POTENCIA DE 95 CV, TRACAO 4 X 4, PESO MAXIMO DE 5225 KG	UN	115537,37
36149	TRAVA-QUEDAS EM ACO PARA CORDA DE 12 MM, EXTENSOR DE 25 X 300 MM, COM MOSQUETAO TIPO GANCHO TRAVA DUPLA	UN	138,76
7250	TRENA EM FIBRA DE VIDRO L = 30M	H	0,20
11421	TRILHO (TIPO FERROVIA) UTILZADO PARA ESTACAS EM FUNDACOES PREDIAIS	KG	4,78
11581	"TRILHO ""U"" ALUMINIO 40 X 40MM P/ ROLDANA"	M	6,37
11580	TRILHO QUADRADO ALUMINIO 1/4'' P/ RODIZIOS	M	11,55
10743	TROLEY MANUAL CAPACIDADE 1 T	UN	469,46
39848	"TUBO / MANGUEIRA PRETA EM POLIETILENO, LINHA PESADA OU REFORCADA, TIPO ESPAGUETE, PARA INJECAO DE CALDA DE CIMENTO, D = 1/2"", ESPESSURA 1,5 MM"	M	0,65
7697	"TUBO ACO GALV C/ COSTURA DIN 2440/NBR 5580 CLASSE MEDIA DN 1.1/2"" (40MM) E=3,25MM - 3,61KG/M"	M	24,02
7698	"TUBO ACO GALV C/ COSTURA DIN 2440/NBR 5580 CLASSE MEDIA DN 1.1/4"" (32MM) E=3,25MM - 3,14KG/M"	M	21,75
7691	"TUBO ACO GALV C/ COSTURA DIN 2440/NBR 5580 CLASSE MEDIA DN 1/2"" (15MM) E = 2,65MM - 1,22KG/M"	M	8,14
7701	"TUBO ACO GALV C/ COSTURA DIN 2440/NBR 5580 CLASSE MEDIA DN 2.1/2"" (65MM) E=3,65MM - 6,51KG/M"	M	44,40
7696	"TUBO ACO GALV C/ COSTURA DIN 2440/NBR 5580 CLASSE MEDIA DN 2"" (50MM) E=3,65MM - 5,10KG/M"	M	33,56
7700	"TUBO ACO GALV C/ COSTURA DIN 2440/NBR 5580 CLASSE MEDIA DN 3/4"" (20MM) E = 2,65MM - 1,58KG/M"	M	11,11
7694	"TUBO ACO GALV C/ COSTURA DIN 2440/NBR 5580 CLASSE MEDIA DN 3"" (80MM) E = 4,05MM - 8,47KG/M"	M	50,32
7693	"TUBO ACO GALV C/ COSTURA DIN 2440/NBR 5580 CLASSE MEDIA DN 4"" (100MM) E = 4,50MM - 12,10KG/M"	M	81,38
7692	"TUBO ACO GALV C/ COSTURA DIN 2440/NBR 5580 CLASSE MEDIA DN 5"" (125MM) E=5,40MM - 17,80KG/M"	M	112,18
21016	"TUBO ACO GALVANIZADO COM COSTURA, CLASSE LEVE, DN 100 MM ( 4""),  E = 3,75 MM, *10,55* KG/M (NBR 5580)"	M	54,25
21008	"TUBO ACO GALVANIZADO COM COSTURA, CLASSE LEVE, DN 15 MM ( 1/2""),  E = 2,25 MM,  *1,2* KG/M (NBR 5580)"	M	6,33
21009	"TUBO ACO GALVANIZADO COM COSTURA, CLASSE LEVE, DN 20 MM ( 3/4""),  E = 2,25 MM,  *1,3* KG/M (NBR 5580)"	M	8,25
21010	"TUBO ACO GALVANIZADO COM COSTURA, CLASSE LEVE, DN 25 MM ( 1""),  E = 2,65 MM,  *2,11* KG/M (NBR 5580)"	M	11,08
21011	"TUBO ACO GALVANIZADO COM COSTURA, CLASSE LEVE, DN 32 MM ( 1 1/4""),  E = 2,65 MM, *2,71* KG/M (NBR 5580)"	M	16,15
21012	"TUBO ACO GALVANIZADO COM COSTURA, CLASSE LEVE, DN 40 MM ( 1 1/2""),  E = 3,00 MM, *3,48* KG/M (NBR 5580)"	M	17,84
21013	"TUBO ACO GALVANIZADO COM COSTURA, CLASSE LEVE, DN 50 MM ( 2""),  E = 3,00 MM,  *4,40* KG/M (NBR 5580)"	M	23,28
21014	"TUBO ACO GALVANIZADO COM COSTURA, CLASSE LEVE, DN 65 MM ( 2 1/2""),  E = 3,35 MM, * 6,23* KG/M (NBR 5580)"	M	32,58
21015	"TUBO ACO GALVANIZADO COM COSTURA, CLASSE LEVE, DN 80 MM ( 3""),  E = 3,35 MM, *7,32* KG/M (NBR 5580)"	M	37,43
13356	"TUBO ACO INDUSTRIAL DN 2"" (50,8 MM) E=1,50MM, PESO= 1,8237 KG/M"	M	41,89
20999	TUBO ACO PRETO COM COSTURA, NBR 5580, CLASSE L, DN = 15 MM, E = 2,25 MM, 1,06 KG/M	M	5,12
21001	TUBO ACO PRETO COM COSTURA, NBR 5580, CLASSE L, DN = 25 MM, E = 2,65 MM, 2,02 KG/M	M	9,56
21003	TUBO ACO PRETO COM COSTURA, NBR 5580, CLASSE L, DN = 40 MM, E = 3,0 MM, 3,34 KG/M	M	15,71
21006	TUBO ACO PRETO COM COSTURA, NBR 5580, CLASSE L, DN = 80 MM, E = 3,35 MM, 7,07 KG/M	M	33,34
21019	TUBO ACO PRETO COM COSTURA, NBR 5580, CLASSE M, DN = 25 MM, E = 3,35 MM, *2,50* KG//M	M	11,83
21021	TUBO ACO PRETO COM COSTURA, NBR 5580, CLASSE M, DN = 40 MM, E = 3,35 MM, *3,71* KG//M	M	18,70
21024	TUBO ACO PRETO COM COSTURA, NBR 5580, CLASSE M, DN = 80 MM, E = 4,05 MM, *8,47* KG/M	M	40,06
13127	"TUBO ACO PRETO SEM COSTURA 1/2"", E= *2,77 MM, SCHEDULE 40, *1,27 KG/M"	M	14,93
13137	"TUBO ACO PRETO SEM COSTURA 1/2"", E= *3,73 MM, SCHEDULE 80, *1,62 KG/M"	M	19,81
20989	"TUBO ACO PRETO SEM COSTURA 14"", E= *11,13 MM, SCHEDULE 40, *94,55 KG/M"	M	709,87
21148	"TUBO ACO PRETO SEM COSTURA 2"", E= *3,91 MM, SCHEDULE 40, *5,43 KG/M"	M	41,08
20984	"TUBO ACO PRETO SEM COSTURA 20"", E= *12,70 MM, SCHEDULE 30, *154,97 KG/M"	M	1362,10
13042	"TUBO ACO PRETO SEM COSTURA 20"", E= *6,35 MM,  SCHEDULE 10, *78,46 KG/M"	M	754,81
21150	"TUBO ACO PRETO SEM COSTURA 3/4"", E= *2,87 MM, SCHEDULE 40, *1,69 KG/M"	M	20,37
13141	"TUBO ACO PRETO SEM COSTURA 3/4"", E= *3,91 MM, SCHEDULE 80, *2,19 KG/M."	M	25,66
21151	"TUBO ACO PRETO SEM COSTURA 4"", E= *6,02 MM, SCHEDULE 40, *16,06 KG/M"	M	121,92
13142	"TUBO ACO PRETO SEM COSTURA 4"", E= *8,56 MM, SCHEDULE 80, *22,31 KG/M"	M	174,30
20994	"TUBO ACO PRETO SEM COSTURA 6"", E= *10,97 MM, SCHEDULE 80, *42,56 KG/M"	M	328,63
7672	"TUBO ACO PRETO SEM COSTURA 6"", E= 7,11 MM,  SCHEDULE 40, *28,26 KG/M"	M	215,29
20995	"TUBO ACO PRETO SEM COSTURA 8"", E= *12,70 MM, SCHEDULE 80, *64,64 KG/M"	M	431,88
7690	"TUBO ACO PRETO SEM COSTURA 8"", E= *6,35 MM,  SCHEDULE 20, *33,27 KG/M"	M	249,79
20980	"TUBO ACO PRETO SEM COSTURA 8"", E= *7,04 MM, SCHEDULE 30, *36,75 KG/M"	M	272,49
7661	"TUBO ACO PRETO SEM COSTURA 8"", E= *8,18 MM, SCHEDULE 40, *42,55 KG/M"	M	324,15
7660	"TUBO CHAPA PRETA E = 1/4"" - 30"" - 175KG"	M	929,08
7667	"TUBO CHAPA PRETA E = 3/16"" - 26"" - 147KG"	M	780,42
7676	"TUBO CHAPA PRETA E = 3/8"" - 30"" -177KG"	M	939,69
7720	TUBO CONCRETO ARMADO, CLASSE EA-2, PB JE, DN 1000 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	332,32
7740	TUBO CONCRETO ARMADO, CLASSE EA-2, PB JE, DN 400 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	92,35
7741	TUBO CONCRETO ARMADO, CLASSE EA-2, PB JE, DN 500 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	116,54
7774	TUBO CONCRETO ARMADO, CLASSE EA-2, PB JE, DN 600 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	156,89
7744	TUBO CONCRETO ARMADO, CLASSE EA-2, PB JE, DN 700 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	180,85
7773	TUBO CONCRETO ARMADO, CLASSE EA-2, PB JE, DN 800 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	225,23
7754	TUBO CONCRETO ARMADO, CLASSE EA-2, PB JE, DN 900 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	306,07
7735	TUBO CONCRETO ARMADO, CLASSE EA-3, PB JE, DN 1000 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	419,51
7755	TUBO CONCRETO ARMADO, CLASSE EA-3, PB JE, DN 400 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	112,50
7776	TUBO CONCRETO ARMADO, CLASSE EA-3, PB JE, DN 500 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	146,42
7743	TUBO CONCRETO ARMADO, CLASSE EA-3, PB JE, DN 600 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	193,37
7733	TUBO CONCRETO ARMADO, CLASSE EA-3, PB JE, DN 700 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	215,62
7775	TUBO CONCRETO ARMADO, CLASSE EA-3, PB JE, DN 800 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	265,28
7734	TUBO CONCRETO ARMADO, CLASSE EA-3, PB JE, DN 900 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	383,52
7753	TUBO CONCRETO ARMADO, CLASSE PA-1, PB, DN 1000 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	194,45
13256	TUBO CONCRETO ARMADO, CLASSE PA-1, PB, DN 1100 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	226,99
7757	TUBO CONCRETO ARMADO, CLASSE PA-1, PB, DN 1200 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	275,57
7758	TUBO CONCRETO ARMADO, CLASSE PA-1, PB, DN 1500 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	409,88
7759	TUBO CONCRETO ARMADO, CLASSE PA-1, PB, DN 2000 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	893,00
7745	TUBO CONCRETO ARMADO, CLASSE PA-1, PB, DN 400 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	50,95
7714	TUBO CONCRETO ARMADO, CLASSE PA-1, PB, DN 500 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	67,28
7742	TUBO CONCRETO ARMADO, CLASSE PA-1, PB, DN 700 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	132,84
7750	TUBO CONCRETO ARMADO, CLASSE PA-1, PB, DN 800 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	141,66
7756	TUBO CONCRETO ARMADO, CLASSE PA-1, PB, DN 900 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	174,89
7765	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 1000 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	214,74
12569	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 1100 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	231,07
7766	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 1200 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	312,31
7767	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 1500 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	481,26
7727	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 2000 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	1045,13
7760	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 300 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	50,70
7761	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 400 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	53,88
7752	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 500 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	65,28
7762	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 600 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	85,40
7722	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 700 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	131,69
7763	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 800 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	146,76
7764	TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 900 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	220,45
12572	TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 1000 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	307,37
12573	TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 1100 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	414,62
12574	TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 1200 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	394,68
12575	TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 1500 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	579,31
12576	TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 400 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	61,23
12577	TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 500 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	79,20
12578	TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 600 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	106,22
12579	TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 700 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	155,54
12580	TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 800 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	200,80
12581	TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 900 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	274,75
12584	TUBO CONCRETO SIMPLES POROSO DN 300 MM	M	36,50
21123	TUBO CPVC, SOLDAVEL, 15 MM, AGUA QUENTE PREDIAL (NBR 15884)	M	5,12
21124	TUBO CPVC, SOLDAVEL, 22 MM, AGUA QUENTE PREDIAL (NBR 15884)	M	9,08
21125	TUBO CPVC, SOLDAVEL, 28 MM, AGUA QUENTE PREDIAL (NBR 15884)	M	14,56
7695	"TUBO DE ACO GALVANIZADO COM COSTURA, CLASSE MEDIA, TAMANHO NOMINAL = 150, DE = 6"", E = 4,85 MM, PESO = 19,68 KG/M (NBR 5580)"	M	126,10
39749	"TUBO DE COBRE CLASSE ""A"", DN = 1 "" (28 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS"	M	39,99
39750	"TUBO DE COBRE CLASSE ""A"", DN = 1 1/4 "" (35 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS"	M	60,40
39747	"TUBO DE COBRE CLASSE ""A"", DN = 1/2 "" (15 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS"	M	19,43
39753	"TUBO DE COBRE CLASSE ""A"", DN = 2 1/2 "" (66 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS"	M	133,78
39754	"TUBO DE COBRE CLASSE ""A"", DN = 3 "" (79 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS"	M	197,09
39748	"TUBO DE COBRE CLASSE ""A"", DN = 3/4 "" (22 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS"	M	31,44
39755	"TUBO DE COBRE CLASSE ""A"", DN = 4 "" (104 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS"	M	298,84
12742	"TUBO DE COBRE CLASSE ""E"", DN = 104 MM, PARA INSTALACAO HIDRAULICA PREDIAL"	M	236,63
12713	"TUBO DE COBRE CLASSE ""E"", DN = 15 MM, PARA INSTALACAO HIDRAULICA PREDIAL"	M	12,55
12743	"TUBO DE COBRE CLASSE ""E"", DN = 22 MM, PARA INSTALACAO HIDRAULICA PREDIAL"	M	21,59
12744	"TUBO DE COBRE CLASSE ""E"", DN = 28 MM, PARA INSTALACAO HIDRAULICA PREDIAL"	M	27,40
12745	"TUBO DE COBRE CLASSE ""E"", DN = 35 MM, PARA INSTALACAO HIDRAULICA PREDIAL"	M	39,79
12746	"TUBO DE COBRE CLASSE ""E"", DN = 42 MM, PARA INSTALACAO HIDRAULICA PREDIAL"	M	53,73
12747	"TUBO DE COBRE CLASSE ""E"", DN = 54 MM, PARA INSTALACAO HIDRAULICA PREDIAL"	M	77,92
12748	"TUBO DE COBRE CLASSE ""E"", DN = 66 MM, PARA INSTALACAO HIDRAULICA PREDIAL"	M	109,77
12749	"TUBO DE COBRE CLASSE ""E"", DN = 79 MM, PARA INSTALACAO HIDRAULICA PREDIAL"	M	160,47
39726	"TUBO DE COBRE CLASSE ""I"", DN = 1 "" (28 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR"	M	52,71
39728	"TUBO DE COBRE CLASSE ""I"", DN = 1 1/2 "" (42 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR"	M	92,63
39727	"TUBO DE COBRE CLASSE ""I"", DN = 1 1/4 "" (35 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR"	M	76,23
39724	"TUBO DE COBRE CLASSE ""I"", DN = 1/2 "" (15 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR"	M	23,34
39729	"TUBO DE COBRE CLASSE ""I"", DN = 2 "" (54 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR"	M	128,28
39730	"TUBO DE COBRE CLASSE ""I"", DN = 2 1/2 "" (66 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR"	M	166,44
39731	"TUBO DE COBRE CLASSE ""I"", DN = 3 "" (79 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR"	M	246,52
39725	"TUBO DE COBRE CLASSE ""I"", DN = 3/4 "" (22 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR"	M	38,04
39732	"TUBO DE COBRE CLASSE ""I"", DN = 4"" (104 MM), PARA INSTALACOES INDUSTRIAIS DE ALTA PRESSAO E VAPOR"	M	362,86
39751	"TUBO DE COBRE DN = 1 1/2"" (42 MM), CLASSE ""A"", PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS"	M	72,67
39660	"TUBO DE COBRE FLEXIVEL, D = 1/2 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS"	M	16,53
39662	"TUBO DE COBRE FLEXIVEL, D = 1/4 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS"	M	7,92
39661	"TUBO DE COBRE FLEXIVEL, D = 3/16 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS"	M	5,40
39664	"TUBO DE COBRE FLEXIVEL, D = 3/8 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS"	M	12,19
39663	"TUBO DE COBRE FLEXIVEL, D = 5/16 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS"	M	9,74
39752	"TUBO DE COBRE, CLASSE ""A"", DN = 2"" (54 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS"	M	103,41
7725	TUBO DE CONCRETO ARMADO, CLASSE PA-1, PB, DN = 600 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	89,00
12583	TUBO DE CONCRETO SIMPLES POROSO, MACHO/FEMEA, DN 200 MM	M	29,07
13159	TUBO DE CONCRETO SIMPLES, CLASSE ES, PB JE, DN 400 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	84,75
13168	TUBO DE CONCRETO SIMPLES, CLASSE ES, PB JE, DN 500 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	127,44
13173	TUBO DE CONCRETO SIMPLES, CLASSE ES, PB JE, DN 600 MM, PARA ESGOTO SANITARIO (NBR 8890)	M	157,13
37449	TUBO DE CONCRETO SIMPLES, CLASSE- PS1, MACHO/FEMEA, DN 200 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	25,98
37450	TUBO DE CONCRETO SIMPLES, CLASSE- PS1, MACHO/FEMEA, DN 300 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	31,67
37451	TUBO DE CONCRETO SIMPLES, CLASSE- PS1, MACHO/FEMEA, DN 400 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	48,50
37452	TUBO DE CONCRETO SIMPLES, CLASSE- PS1, MACHO/FEMEA, DN 500 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	64,33
37453	TUBO DE CONCRETO SIMPLES, CLASSE- PS1, MACHO/FEMEA, DN 600 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	80,73
7778	TUBO DE CONCRETO SIMPLES, CLASSE- PS1, PB, DN 200 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	30,31
7796	TUBO DE CONCRETO SIMPLES, CLASSE- PS1, PB, DN 300 MM, PARA AGUAS PLUVIAIS (NBR 8890)	M	36,50
