Código	Descrição	Unidade	Preço
74196/001	COBOGO DE CONCRETO (ELEMENTO VAZADO), 5X50X50CM, ASSENTADO COM ARGAMAS SA DE CIMENTO E AREIA COM ACO CA-25	M2	103,90
89453	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM V ÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	48,93
89454	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	46,88
89455	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM V ÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	60,73
89456	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	58,21
89457	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM V ÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	52,05
89458	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , COM VÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	48,63
89459	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM V ÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	65,07
89460	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , COM VÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	60,83
89462	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM V ÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	56,45
89463	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	54,62
89464	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM V ÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	75,58
89465	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , SEM VÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	73,37
89466	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM V ÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	59,70
89467	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , COM VÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	56,36
89468	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM V ÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	79,58
89469	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , COM VÃOS, UTILIZANDO PALHETA. AF_12/2014	M2	75,50
89470	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM V ÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	58,67
89471	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	56,62
89472	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM V ÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	70,41
89473	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	68,05
89474	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM V ÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	64,45
89475	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	59,82
89476	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM V ÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	77,57
89477	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X39 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	72,29
89478	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM V ÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	66,38
89479	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	64,55
89480	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², SEM V ÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	85,47
89483	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , SEM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	83,42
89484	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM V ÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	72,30
89486	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	67,92
89487	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MENOR QUE 6M², COM V ÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	92,30
89488	ALVENARIA DE BLOCOS DE CONCRETO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM) FBK = 14,0 MPA, PARA PAREDES COM ÁREA LÍQUIDA MAIOR OU IGUAL A 6M² , COM VÃOS, UTILIZANDO COLHER DE PEDREIRO. AF_12/2014	M2	87,17
91815	(COMPOSIÇÃO REPRESENTATIVA) DE ALVENARIA DE BLOCOS DE CONCRETO ESTRUTU RAL 14X19X39 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, UTILIZANDO PALHETA, PARA EDIFICAÇÃO HABITACIONAL. AF_10/2015	M2	49,03
91816	COMPOSIÇÃO REPRESENTATIVA DE SERVIÇOS DE ALVENARIA DE BLOCOS DE CONCRE TO ESTRUTURAL 14X19X29 CM, (ESPESSURA 14 CM), FBK = 4,5 MPA, UTILIZAND O PALHETA, PARA EDIFICAÇÃO HABITACIONAL. AF_10/2015	M2	56,69
72139	BLOCOS DE VIDRO TIPO CANELADO 19X19X8CM, ASSENTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA GROSSA) PREPARO MECANICO, COM REJUNTAMENTO EM CI MENTO BRANCO E BARRAS DE ACO	M2	537,81
72175	BLOCOS DE VIDRO TIPO XADREZ 20X20X10CM, ASSENTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA GROSSA) PREPARO MECANICO, COM REJUNTAMENTO EM CIM ENTO BRANCO E BARRAS DE ACO	M2	542,42
72176	BLOCOS DE VIDRO TIPO XADREZ 20X10X8CM, ASSENTADO COM ARGAMASSA TRACO 1 :3 (CIMENTO E AREIA GROSSA) PREPARO MECANICO, COM REJUNTAMENTO EM CIME NTO BRANCO E BARRAS DE ACO	M2	546,81
74053/001	ALVENARIA EM PEDRA RACHAO OU PEDRA DE MAO, ASSENTADA COM ARGAMASSA TRA CO 1:6 (CIMENTO E AREIA)	M3	411,85
72178	RETIRADA DE DIVISORIAS EM CHAPAS DE MADEIRA, COM MONTANTES METALICOS	M2	19,40
72179	RECOLOCACAO DE PLACAS DIVISORIAS DE GRANILITE, CONSIDERANDO REAPROVEIT AMENTO DO MATERIAL	M2	40,88
72180	RECOLOCACAO DE DIVISORIAS TIPO CHAPAS OU TABUAS, EXCLUSIVE ENTARUGAMEN TO, CONSIDERANDO REAPROVEITAMENTO DO MATERIAL	M2	12,14
72181	RECOLOCACAO DE DIVISORIAS TIPO CHAPAS OU TABUAS, INCLUSIVE ENTARUGAMEN TO, CONSIDERANDO REAPROVEITAMENTO DO MATERIAL	M2	24,57
73774/001	DIVISORIA EM MARMORITE ESPESSURA 35MM, CHUMBAMENTO NO PISO E PAREDE CO M ARGAMASSA DE CIMENTO E AREIA, POLIMENTO MANUAL, EXCLUSIVE FERRAGENS	M2	243,32
73909/001	"DIVISORIA EM MADEIRA COMPENSADA RESINADA ESPESSURA 6MM, ESTRUTURADA EM MADEIRA DE LEI 3""X3"""	M2	195,31
74229/001	DIVISORIA EM MARMORE BRANCO POLIDO, ESPESSURA 3 CM, ASSENTADO COM ARGA MASSA TRACO 1:4 (CIMENTO E AREIA), ARREMATE COM CIMENTO BRANCO, EXCLUS IVE FERRAGENS	M2	414,81
79627	DIVISORIA EM GRANITO BRANCO POLIDO, ESP = 3CM, ASSENTADO COM ARGAMASSA TRACO 1:4, ARREMATE EM CIMENTO BRANCO, EXCLUSIVE FERRAGENS	M2	428,55
73863/001	ALVENARIA COM BLOCOS DE CONCRETO CELULAR 10X30X60CM, ESPESSURA 10CM, A SSENTADOS COM ARGAMASSA TRACO 1:2:9 (CIMENTO, CAL E AREIA) PREPARO MAN UAL	M2	54,67
73863/002	ALVENARIA COM BLOCOS DE CONCRETO CELULAR 20X30X60CM, ESPESSURA 20CM, A SSENTADOS COM ARGAMASSA TRACO 1:2:9 (CIMENTO, CAL E AREIA) PREPARO MAN UAL	M2	111,93
68079	PAREDE DE ADOBE PARA FORNOS	M3	522,85
72948	COLCHAO DE AREIA PARA PAVIMENTACAO EM PARALELEPIPEDO OU BLOCOS DE CONC RETO INTERTRAVADOS	M3	74,12
73790/001	RETIRADA, LIMPEZA E REASSENTAMENTO DE PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSURA 10CM, REJUNTADO COM BETUME E PEDRISCO, CONSIDERA NDO APROVEITAMENTO DO PARALELEPIPEDO	M2	59,17
73790/002	REASSENTAMENTO DE PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSUR A 10CM, REJUNTADO COM BETUME E PEDRISCO, CONSIDERANDO APROVEITAMENTO D O PARALELEPIPEDO	M2	42,51
73790/003	RETIRADA, LIMPEZA E REASSENTAMENTO DE PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSURA 10CM, REJUNTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA), CONSIDERANDO APROVEITAMENTO DO PARALELEPIPEDO	M2	56,01
73790/004	REASSENTAMENTO DE PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSUR A 10CM, REJUNTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA), CONSIDERA NDO APROVEITAMENTO DO PARALELEPIPEDO	M2	38,70
83694	RECOMPOSICAO DE PAVIMENTACAO TIPO BLOKRET SOBRE COLCHAO DE AREIA COM R EAPROVEITAMENTO DE MATERIAL	M2	10,34
83695/001	REJUNTAMENTO PAVIMENTACAO PARALELEPIPEDO BETUME CASCALH INCL MATERIAIS	M2	17,27
83771	RECOMPOSICAO DE REVESTIMENTO PRIMARIO MEDIDO P/ VOLUME COMPACTADO	M3	6,61
92970	DEMOLIÇÃO DE PAVIMENTAÇÃO ASFÁLTICA COM UTILIZAÇÃO DE MARTELO PERFURAD OR, ESPESSURA ATÉ 15 CM, EXCLUSIVE CARGA E TRANSPORTE	M2	9,45
41879	CONFORMACAO GEOMETRICA DE PLATAFORMA PARA EXECUCAO DE REVESTIMENTO PRI MARIO EM RODOVIAS VICINAIS	M2	0,12
72910	BASE DE SOLO ARENOSO FINO, COMPACTACAO 100% PROCTOR MODIFICADO	M3	11,24
72911	BASE DE SOLO ESTABILIZADO SEM MISTURA, COMPACTACAO 100% PROCTOR NORMAL , EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO	M3	9,41
72912	BASE DE SOLO CIMENTO 2% MISTURA EM PISTA, COMPACTACAO 100% PROCTOR INT ERMEDIARIO, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO	M3	33,51
72913	BASE DE SOLO CIMENTO 4% MISTURA EM PISTA, COMPACTACAO 100% PROCTOR NOR MAL, EXCLUSIVE TRANSPORTE DO SOLO	M3	53,20
72914	BASE DE SOLO CIMENTO 6% MISTURA EM PISTA, COMPACTACAO 100% PROCTOR NOR MAL, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO	M3	75,78
72916	BASE DE SOLO CIMENTO 2% MISTURA EM USINA, COMPACTACAO 100% PROCTOR INT ERMEDIARIO, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO	M3	35,52
72919	BASE DE SOLO CIMENTO 4% MISTURA EM USINA, COMPACTACAO 100% PROCTOR NOR MAL, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO	M3	53,40
72922	BASE DE SOLO CIMENTO 6% COM MISTURA EM USINA, COMPACTACAO 100% PROCTOR NORMAL, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE DO SOLO	M3	74,14
72923	BASE DE SOLO - BRITA (40/60), MISTURA EM USINA, COMPACTACAO 100% PROCT OR MODIFICADO, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE	M3	91,53
72924	BASE DE SOLO - BRITA (50/50), MISTURA EM USINA, COMPACTACAO 100% PROCT OR MODIFICADO, EXCLUSIVE ESCAVACAO, CARGA E TRANSPORTE	M3	77,88
72961	REGULARIZACAO E COMPACTACAO DE SUBLEITO ATE 20 CM DE ESPESSURA	M2	1,22
73710	BASE PARA PAVIMENTACAO COM BRITA GRADUADA, INCLUSIVE COMPACTACAO	M3	153,28
73711	BASE PARA PAVIMENTACAO COM BRITA CORRIDA, INCLUSIVE COMPACTACAO	M3	137,64
73766/001	BASE PARA PAVIMENTACAO COM MACADAME HIDRAULICO, INCLUSIVE COMPACTACAO	M3	175,37
83772	BASE SOLO ESTABIL C/ MATERIAIS MISTURADOS NA USINA / TRANSP AGUA EXCL. ESCAV., CARGA E TRANSPORTE DOS SOLOS UTILIZADOS E BRITA	M3	12,38
72799	PAVIMENTO EM PARALELEPIPEDO SOBRE COLCHAO DE AREIA REJUNTADO COM ARGAM ASSA DE CIMENTO E AREIA NO TRAÇO 1:3 (PEDRAS PEQUENAS 30 A 35 PECAS PO R M2)	M2	78,92
72942	PINTURA DE LIGACAO COM EMULSAO RR-1C	M2	1,24
72943	PINTURA DE LIGACAO COM EMULSAO RR-2C	M2	1,33
72944	PAVIMENTACAO EM PARALELEPIPEDO SOBRE COLCHAO DE AREIA 10CM, REJUNTADO COM AREIA	M2	64,21
72945	IMPRIMACAO DE BASE DE PAVIMENTACAO COM EMULSAO CM-30	M2	4,41
72956	TRATAMENTO SUPERFICIAL SIMPLES - TSS, COM EMULSAO RR-2C	M2	5,22
72958	TRATAMENTO SUPERFICIAL DUPLO - TSD, COM EMULSAO RR-2C	M2	9,80
72960	TRATAMENTO SUPERFICIAL TRIPLO - TST, COM EMULSAO RR-2C	M2	12,56
72966	MEIO-FIO GRANITICO 100 X 50 X 15CM, SOBRE BASE DE CONCRETO SIMPLES E R EJUNTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA)	M	64,87
72967	MEIO-FIO DE CONCRETO PRE-MOLDADO 12 X 30 CM, SOBRE BASE DE CONCRETO SI MPLES E REJUNTADO COM ARGAMASSA TRACO 1:3 (CIMENTO E AREIA)	M	32,57
72969	CARGA DE PEDRA PARA PAVIMENTO POLIEDRICO	M2	0,85
72971	COMPACTACAO DE PAVIMENTO POLIEDRICO	M2	0,34
72972	CONTENCAO LATERAL COM SOLO LOCAL PARA PAVIMENTO POLIEDRICO	M2	0,68
72973	CORTE E PREPARO DE CORDAO DE PEDRA PARA PAVIMENTO POLIEDRICO	M	1,28
72974	CORTE E PREPARO DE PEDRA PARA PAVIMENTO POLIEDRICO	M2	4,27
72975	DESMONTE MANUAL DE PEDRA PARA PAVIMENTO POLIEDRICO	M2	0,48
72976	CARGA DE CORDAO DE PEDRA PARA PAVIMENTO POLIEDRICO	M	0,42
72978	EXTRACAO, CARGA E ASSENTAMENTO DE CORDAO DE PEDRA PARA PAVIMENTO POLIE DRICO, EXCLUSIVE TRANSPORTE DE PEDRA E INDENIZACAO PEDREIRA	M	4,27
72979	EXTRACAO, CARGA, PREPARO E ASSENTAMENTO DE PEDRAS POLIEDRICAS, EXCLUSI VE TRANSPORTE DE PEDRA E INDENIZACAO PEDREIRA	M2	8,17
73760/001	CAPA SELANTE COMPREENDENDO APLICAÇÃO DE ASFALTO NA PROPORÇÃO DE 0,7 A 1,5L / M2, DISTRIBUIÇÃO DE AGREGADOS DE 5 A 15KG/M2 E COMPACTAÇÃO COM ROLO - COM USO DA EMULSAO RR-2C, INCLUSO APLICACAO E COMPACTACAO	M2	3,02
73765/001	PAVIMENTACAO EM PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSURA 10CM, REJUNTADO COM ARGAMASSA DE CIMENTO E AREIA TRACO 1:3 (CIMENTO E AREIA)	M2	94,21
73765/002	PAVIMENTACAO EM PARALELEPIPEDO SOBRE COLCHAO DE PO DE PEDRA ESPESSURA 10CM, REJUNTADO COM BETUME E PEDRISCO	M2	95,60
73849/001	AREIA ASFALTO A QUENTE (AAUQ) COM CAP 50/70, INCLUSO USINAGEM E APLICA CAO, EXCLUSIVE TRANSPORTE	M3	532,15
73849/002	AREIA ASFALTO A FRIO (AAUF), COM EMULSAO RR-2C INCLUSO USINAGEM E APLI CACAO, EXCLUSIVE TRANSPORTE	M3	406,17
92391	EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO PISOGRAMA DE 35 X 25 CM, ESPESSURA 6 CM. AF_12/2015	M2	38,75
92392	EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO PISOGRAMA DE 35 X 25 CM, ESPESSURA 8 CM. AF_12/2015	M2	43,21
92393	EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO SEXTAVADO DE 25 X 25 CM, ESPESSURA 6 CM. AF_12/2015	M2	51,73
92394	EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO SEXTAVADO DE 25 X 25 CM, ESPESSURA 8 CM. AF_12/2015	M2	53,02
92395	EXECUÇÃO DE PAVIMENTO EM PISO INTERTRAVADO, COM BLOCO SEXTAVADO DE 25 X 25 CM, ESPESSURA 10 CM. AF_12/2015	M2	66,86
92396	EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO RETANGULAR DE 20 X 10 CM, ESPESSURA 6 CM. AF_12/2015	M2	52,31
92397	EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO RETAN GULAR DE 20 X 10 CM, ESPESSURA 6 CM. AF_12/2015	M2	43,26
92398	EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO RETAN GULAR DE 20 X 10 CM, ESPESSURA 8 CM. AF_12/2015	M2	52,67
92399	EXECUÇÃO DE VIA EM PISO INTERTRAVADO, COM BLOCO RETANGULAR DE 20 X 10 CM, ESPESSURA 8 CM. AF_12/2015	M2	53,70
92400	EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO RETAN GULAR DE 20 X 10 CM, ESPESSURA 10 CM. AF_12/2015	M2	58,69
92401	EXECUÇÃO DE VIA EM PISO INTERTRAVADO, COM BLOCO RETANGULAR DE 20 X 10 CM, ESPESSURA 10 CM. AF_12/2015	M2	59,75
92402	EXECUÇÃO DE PASSEIO EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 1 1 CM, ESPESSURA 6 CM. AF_12/2015	M2	53,56
92403	EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO 16 FA CES DE 22 X 11 CM, ESPESSURA 6 CM. AF_12/2015	M2	44,41
92404	EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO 16 FA CES DE 22 X 11 CM, ESPESSURA 8 CM. AF_12/2015	M2	54,91
92405	EXECUÇÃO DE VIA EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM , ESPESSURA 8 CM. AF_12/2015	M2	55,93
92406	EXECUÇÃO DE PÁTIO/ESTACIONAMENTO EM PISO INTERTRAVADO, COM BLOCO 16 FA CES DE 22 X 11 CM, ESPESSURA 10 CM. AF_12/2015	M2	61,60
92407	EXECUÇÃO DE VIA EM PISO INTERTRAVADO, COM BLOCO 16 FACES DE 22 X 11 CM , ESPESSURA 10 CM. AF_12/2015	M2	62,65
72947	SINALIZACAO HORIZONTAL COM TINTA RETRORREFLETIVA A BASE DE RESINA ACRI LICA COM MICROESFERAS DE VIDRO	M2	18,12
83693	CAIACAO EM MEIO FIO	M2	2,72
73770/001	BARREIRA PRE-MOLDADA EXTERNA CONCRETO ARMADO 0,25X0,40X1,14M FCK=25MPA ACO CA-50 INCL VIGOTA HORIZONTAL MONTANTE A CADA 1,00M  FERROS DE LIG ACAO E MATERIAIS.	M	469,85
73770/002	BARREIRA DUPLA PRE-MOL INTER CONCRETO ARMADO 0,15X0,65X0,77M FCK=25MPA ACO CA-50 INCL FERROS DE LIGACAO E MATERIAIS.	M	412,99
83696/001	PINTURA GUARDA-CORPO GUARDA-RODA E MURETA PROTECAO COM CAL EM PONTES E VIADUTOS MEDIDA PELO DOBRO DA AREA TOTAL (LARGURAXALTURA).	M2	4,26
72962	USINAGEM DE CBUQ COM CAP 50/70, PARA CAPA DE ROLAMENTO	T	221,25
72963	USINAGEM DE CBUQ COM CAP 50/70, PARA BINDER	T	185,26
72964	CONCRETO BETUMINOSO USINADO A QUENTE COM CAP 50/70, BINDER, INCLUSO US INAGEM E APLICACAO, EXCLUSIVE TRANSPORTE	T	193,59
72965	FABRICAÇÃO E APLICAÇÃO DE CONCRETO BETUMINOSO USINADO A QUENTE(CBUQ),C AP 50/70,  EXCLUSIVE TRANSPORTE	T	231,67
73759/002	PRE-MISTURADO A FRIO COM EMULSAO RM-1C, INCLUSO USINAGEM E APLICACAO, EXCLUSIVE TRANSPORTE	M3	378,77
72125	REMOÇÃO DE PINTURA PVA/ACRILICA	M2	6,71
73446	PINTURA DE SUPERFICIE C/TINTA GRAFITE	M2	15,33
73791/001	PINTURA COM TINTA EM PO INDUSTRIALIZADA A BASE DE CAL, DUAS DEMAOS	M2	6,42
73999/001	PINTURA A BASE DE CAL E FIXADOR A BASE DE OLEO DE LINHACA, TRES DEMAOS	M2	5,95
74133/001	EMASSAMENTO COM MASA A OLEO, UMA DEMAO	M2	14,01
74133/002	EMASSAMENTO COM MASSA A OLEO, DUAS DEMAOS	M2	17,63
79334/001	PINTURA A BASE DE CAL E FIXADOR A BASE DE COLA, DUAS DEMAOS	M2	5,43
79461	PINTURA COM LIQUIDO PARA BRILHO, UMA DEMAO	M2	4,26
79462	EMASSAMENTO COM MASSA EPOXI, 2 DEMAOS	M2	47,11
79494/001	PINTURA DE QUADRO ESCOLAR COM TINTA ESMALTE ACABAMENTO FOSCO, DUAS DEM AOS SOBRE MASSA ACRILICA	M2	9,61
79495/003	PINTURA C/REGULADOR DE BRILHO EM UMA DEMAO ADICIONADO AO PVA	M2	4,39
84649	PINTURA COM TINTA EM PO INDUSTRIALIZADA A BASE DE CAL, TRES DEMAOS	M2	6,75
84651	PINTURA COM TINTA IMPERMEAVEL MINERAL EM PO, DUAS DEMAOS	M2	7,50
84652	PINTURA A BASE DE CAL COM PIGMENTO E FIXADOR A BASE DE OLEO DE LINHAÇA , TRES DEMAOS	M2	5,99
